"JP_Kanji","JP_Kana","JP_Roma","org_Longitude","org_Latitude","Classification",lon,lat
"舞鶴市","まいづるし","Maizuru Shi","135 ゚ 23’","35 ゚ 28’","Municipality",135.3833333333,35.4666666667
"牧之原市","まきのはらし","Makinohara Shi","138 ゚ 13’","34 ゚ 44’","Municipality",138.2166666667,34.7333333333
"真狩村","まっかりむら","Makkari Mura","140 ゚ 48’","42 ゚ 45’","Municipality",140.8,42.75
"幕別町","まくべつちょう","Makubetsu Cho","143 ゚ 21’","42 ゚ 54’","Municipality",143.35,42.9
"枕木山","まくらぎさん","Makuragi San","133 ゚ 07’","35 ゚ 32’","Mountain",133.1166666667,35.5333333333
"枕崎市","まくらざきし","Makurazaki Shi","130 ゚ 17’","31 ゚ 16’","Municipality",130.2833333333,31.2666666667
"真室川町","まむろがわまち","Mamurogawa Machi","140 ゚ 15’","38 ゚ 51’","Municipality",140.25,38.85
"真鶴町","まなづるまち","Manazuru Machi","139 ゚ 08’","35 ゚ 09’","Municipality",139.1333333333,35.15
"真鶴岬","まなづるみさき","Manazuru Misaki","139 ゚ 09’","35 ゚ 08’","Cape",139.15,35.1333333333
"満月海盆","まんげつかいぼん","Mangetsu Kaibon","135 ゚ 55’","22 ゚ 55’","Undersea feature",135.9166666667,22.9166666667
"真庭市","まにわし","Maniwa Shi","133 ゚ 41’","35 ゚ 05’","Municipality",133.6833333333,35.0833333333
"まんのう町","まんのうちょう","Manno Cho","133 ゚ 50’","34 ゚ 11’","Municipality",133.8333333333,34.1833333333
"真野川","まのがわ","Mano Gawa","141 ゚ 01’","37 ゚ 40’","River",141.0166666667,37.6666666667
"真野湾","まのわん","Mano Wan","138 ゚ 17’","37 ゚ 58’","Sea Area",138.2833333333,37.9666666667
"万之瀬川","まのせがわ","Manose Gawa","130 ゚ 16’","31 ゚ 26’","River",130.2666666667,31.4333333333
"丸山","まるやま","Maru Yama","143 ゚ 01’","43 ゚ 25’","Mountain",143.0166666667,43.4166666667
"丸亀市","まるがめし","Marugame Shi","133 ゚ 47’","34 ゚ 17’","Municipality",133.7833333333,34.2833333333
"丸森町","まるもりまち","Marumori Machi","140 ゚ 45’","37 ゚ 54’","Municipality",140.75,37.9
"円山川","まるやまがわ","Maruyama Gawa","134 ゚ 48’","35 ゚ 34’","River",134.8,35.5666666667
"松前町","まさきちょう","Masaki Cho","132 ゚ 42’","33 ゚ 47’","Municipality",132.7,33.7833333333
"増毛町","ましけちょう","Mashike Cho","141 ゚ 31’","43 ゚ 51’","Municipality",141.5166666667,43.85
"益城町","ましきまち","Mashiki Machi","130 ゚ 48’","32 ゚ 47’","Municipality",130.8,32.7833333333
"益子町","ましこまち","Mashiko Machi","140 ゚ 05’","36 ゚ 28’","Municipality",140.0833333333,36.4666666667
"摩周湖","ましゅうこ","Mashu Ko","144 ゚ 32’","43 ゚ 35’","Lake",144.5333333333,43.5833333333
"益田市","ますだし","Masuda Shi","131 ゚ 50’","34 ゚ 40’","Municipality",131.8333333333,34.6666666667
"増穂町","ますほちょう","Masuho Cho","138 ゚ 27’","35 ゚ 33’","Municipality",138.45,35.55
"まつ海山","まつかいざん","Matsu Kaizan","138 ゚ 10’","39 ゚ 32’","Undersea feature",138.1666666667,39.5333333333
"松島","まつしま","Matsu Shima","129 ゚ 36’","32 ゚ 55’","Island",129.6,32.9166666667
"松島","まつしま","Matsu Shima","133 ゚ 09’","36 ゚ 06’","Island",133.15,36.1
"松原海山","まつばらかいざん","Matsubara Kaizan","145 ゚ 30’","27 ゚ 30’","Undersea feature",145.5,27.5
"松原市","まつばらし","Matsubara Shi","135 ゚ 33’","34 ゚ 34’","Municipality",135.55,34.5666666667
"松伏町","まつぶしまち","Matsubushi Machi","139 ゚ 48’","35 ゚ 55’","Municipality",139.8,35.9166666667
"松田川","まつだがわ","Matsuda Gawa","132 ゚ 42’","33 ゚ 01’","River",132.7,33.0166666667
"松田町","まつだまち","Matsuda Machi","139 ゚ 08’","35 ゚ 20’","Municipality",139.1333333333,35.3333333333
"松戸市","まつどし","Matsudo Shi","139 ゚ 54’","35 ゚ 47’","Municipality",139.9,35.7833333333
"松江市","まつえし","Matsue Shi","133 ゚ 02’","35 ゚ 28’","Municipality",133.0333333333,35.4666666667
"松川町","まつかわまち","Matsukawa Machi","137 ゚ 54’","35 ゚ 35’","Municipality",137.9,35.5833333333
"松川村","まつかわむら","Matsukawa Mura","137 ゚ 51’","36 ゚ 25’","Municipality",137.85,36.4166666667
"松前町","まつまえちょう","Matsumae Cho","140 ゚ 06’","41 ゚ 25’","Municipality",140.1,41.4166666667
"松前半島","まつまえはんとう","Matsumae Hanto","140 ゚ 12’","41 ゚ 45’","Extensive natural feature",140.2,41.75
"松本市","まつもとし","Matsumoto Shi","137 ゚ 58’","36 ゚ 14’","Municipality",137.9666666667,36.2333333333
"松野町","まつのちょう","Matsuno Cho","132 ゚ 42’","33 ゚ 13’","Municipality",132.7,33.2166666667
"松阪市","まつさかし","Matsusaka Shi","136 ゚ 31’","34 ゚ 34’","Municipality",136.5166666667,34.5666666667
"松茂町","まつしげちょう","Matsushige Cho","134 ゚ 34’","34 ゚ 08’","Municipality",134.5666666667,34.1333333333
"松島","まつしま","Matsushima","130 ゚ 25’","32 ゚ 30’","Populated area",130.4166666667,32.5
"松島町","まつしままち","Matsushima Machi","141 ゚ 04’","38 ゚ 22’","Municipality",141.0666666667,38.3666666667
"松代","まつしろ","Matsushiro","138 ゚ 12’","36 ゚ 33’","Populated area",138.2,36.55
"松浦川","まつうらがわ","Matsuura Gawa","129 ゚ 59’","33 ゚ 25’","River",129.9833333333,33.4166666667
"松浦市","まつうらし","Matsuura Shi","129 ゚ 42’","33 ゚ 20’","Municipality",129.7,33.3333333333
"松山市","まつやまし","Matsuyama Shi","132 ゚ 45’","33 ゚ 50’","Municipality",132.75,33.8333333333
"松崎町","まつざきちょう","Matsuzaki Cho","138 ゚ 46’","34 ゚ 45’","Municipality",138.7666666667,34.75
"摩耶山","まやさん","Maya San","135 ゚ 12’","34 ゚ 43’","Mountain",135.2,34.7166666667
"馬瀬川","まぜがわ","Maze Gawa","137 ゚ 10’","35 ゚ 50’","River",137.1666666667,35.8333333333
"女島","めしま","Me Shima","128 ゚ 21’","31 ゚ 59’","Island",128.35,31.9833333333
"雌阿寒岳","めあかんだけ","Meakan Dake","144 ゚ 00’","43 ゚ 23’","Mountain",144,43.3833333333
"女木島","めぎじま","Megi Jima","134 ゚ 03’","34 ゚ 23’","Island",134.05,34.3833333333
"姪島","めいじま","Mei Jima","142 ゚ 13’","26 ゚ 33’","Island",142.2166666667,26.55
"明和町","めいわちょう","Meiwa Cho","136 ゚ 37’","34 ゚ 32’","Municipality",136.6166666667,34.5333333333
"明和町","めいわまち","Meiwa Machi","139 ゚ 32’","36 ゚ 12’","Municipality",139.5333333333,36.2
"明洋海山","めいようかいざん","Meiyo Kaizan","136 ゚ 58’","39 ゚ 06’","Undersea feature",136.9666666667,39.1
"明洋堆","めいようたい","Meiyo Tai","132 ゚ 03’","37 ゚ 10’","Undersea feature",132.05,37.1666666667
"明洋第2海山","めいようだいにかいざん","Meiyo-Daini Kaizan","137 ゚ 42’","39 ゚ 36’","Undersea feature",137.7,39.6
"明洋第3海山","めいようだいさんかいざん","Meiyo-Daisan Kaizan","137 ゚ 56’","40 ゚ 10’","Undersea feature",137.9333333333,40.1666666667
"芽室町","めむろちょう","Memuro Cho","143 ゚ 03’","42 ゚ 54’","Municipality",143.05,42.9
"芽室岳","めむろだけ","Memuro Dake","142 ゚ 46’","42 ゚ 52’","Mountain",142.7666666667,42.8666666667
"弥山","みせん","Mi Sen","132 ゚ 19’","34 ゚ 16’","Mountain",132.3166666667,34.2666666667
"見島","みしま","Mi Shima","131 ゚ 08’","34 ゚ 46’","Island",131.1333333333,34.7666666667
"三峰川","みぶがわ","Mibu Gawa","138 ゚ 00’","35 ゚ 49’","River",138,35.8166666667
"壬生町","みぶまち","Mibu Machi","139 ゚ 48’","36 ゚ 25’","Municipality",139.8,36.4166666667
"美土里","みどり","Midori","132 ゚ 37’","34 ゚ 43’","Populated area",132.6166666667,34.7166666667
"みどり市","みどりし","Midori Shi","139 ゚ 16’","36 ゚ 23’","Municipality",139.2666666667,36.3833333333
"緑川","みどりかわ","Midorikawa","130 ゚ 35’","32 ゚ 42’","River",130.5833333333,32.7
"三重県","みえけん","Mie Ken","136 ゚ 30’","34 ゚ 43’","Municipality",136.5,34.7166666667
"御船町","みふねまち","Mifune Machi","130 ゚ 48’","32 ゚ 42’","Municipality",130.8,32.7
"御浜町","みはまちょう","Mihama Cho","136 ゚ 02’","33 ゚ 48’","Municipality",136.0333333333,33.8
"美浜町","みはまちょう","Mihama Cho","135 ゚ 07’","33 ゚ 53’","Municipality",135.1166666667,33.8833333333
"美浜町","みはまちょう","Mihama Cho","136 ゚ 54’","34 ゚ 46’","Municipality",136.9,34.7666666667
"美浜町","みはまちょう","Mihama Cho","135 ゚ 56’","35 ゚ 36’","Municipality",135.9333333333,35.6
"三原村","みはらむら","Mihara Mura","132 ゚ 50’","32 ゚ 54’","Municipality",132.8333333333,32.9
"三原市","みはらし","Mihara Shi","133 ゚ 04’","34 ゚ 23’","Municipality",133.0666666667,34.3833333333
"三原山","みはらやま","Mihara Yama","139 ゚ 23’","34 ゚ 43’","Mountain",139.3833333333,34.7166666667
"三春町","みはるまち","Miharu Machi","140 ゚ 29’","37 ゚ 26’","Municipality",140.4833333333,37.4333333333
"美浦村","みほむら","Miho Mura","140 ゚ 18’","36 ゚ 00’","Municipality",140.3,36
"美保湾","みほわん","Miho Wan","133 ゚ 19’","35 ゚ 30’","Sea Area",133.3166666667,35.5
"未丈ガ岳","みじょうがたけ","Mijogatake","139 ゚ 11’","37 ゚ 10’","Mountain",139.1833333333,37.1666666667
"御神楽岳","みかぐらだけ","Mikagura Dake","139 ゚ 25’","37 ゚ 31’","Mountain",139.4166666667,37.5166666667
"三瓶","みかめ","Mikame","132 ゚ 25’","33 ゚ 22’","Populated area",132.4166666667,33.3666666667
"三笠市","みかさし","Mikasa Shi","141 ゚ 52’","43 ゚ 14’","Municipality",141.8666666667,43.2333333333
"三川町","みかわまち","Mikawa Machi","139 ゚ 50’","38 ゚ 47’","Municipality",139.8333333333,38.7833333333
"三河湾","みかわわん","Mikawa Wan","137 ゚ 07’","34 ゚ 43’","Sea Area",137.1166666667,34.7166666667
"三木町","みきちょう","Miki Cho","134 ゚ 08’","34 ゚ 16’","Municipality",134.1333333333,34.2666666667
"三木市","みきし","Miki Shi","134 ゚ 59’","34 ゚ 47’","Municipality",134.9833333333,34.7833333333
"三木崎","みきざき","Miki Zaki","136 ゚ 16’","33 ゚ 57’","Cape",136.2666666667,33.95
"神子元島","みこもとじま","Mikomoto Jima","138 ゚ 56’","34 ゚ 34’","Island",138.9333333333,34.5666666667
"三国山","みくにやま","Mikuni Yama","138 ゚ 42’","35 ゚ 59’","Mountain",138.7,35.9833333333
"三国山","みくにやま","Mikuni Yama","138 ゚ 49’","36 ゚ 46’","Mountain",138.8166666667,36.7666666667
"三国山","みくにやま","Mikuni Yama","143 ゚ 08’","43 ゚ 35’","Mountain",143.1333333333,43.5833333333
"御蔵島","みくらじま","Mikura Jima","139 ゚ 35’","33 ゚ 51’","Island",139.5833333333,33.85
"御蔵島村","みくらじまむら","Mikurajima Mura","139 ゚ 35’","33 ゚ 53’","Municipality",139.5833333333,33.8833333333
"美馬市","みまし","Mima Shi","134 ゚ 10’","34 ゚ 03’","Municipality",134.1666666667,34.05
"美作市","みまさかし","Mimasaka Shi","134 ゚ 08’","35 ゚ 00’","Municipality",134.1333333333,35
"三股町","みまたちょう","Mimata Cho","131 ゚ 07’","31 ゚ 43’","Municipality",131.1166666667,31.7166666667
"耳川","みみがわ","Mimi Gawa","131 ゚ 37’","32 ゚ 19’","River",131.6166666667,32.3166666667
"美々津","みみつ","Mimitsu","131 ゚ 35’","32 ゚ 19’","Populated area",131.5833333333,32.3166666667
"三室山","みむろやま","Mimuro Yama","134 ゚ 27’","35 ゚ 14’","Mountain",134.45,35.2333333333
"みなべ町","みなべちょう","Minabe Cho","135 ゚ 19’","33 ゚ 46’","Municipality",135.3166666667,33.7666666667
"みなかみ町","みなかみまち","Minakami Machi","138 ゚ 59’","36 ゚ 40’","Municipality",138.9833333333,36.6666666667
"水俣市","みなまたし","Minamata Shi","130 ゚ 24’","32 ゚ 12’","Municipality",130.4,32.2
"美波町","みなみちょう","Minami Cho","134 ゚ 32’","33 ゚ 44’","Municipality",134.5333333333,33.7333333333
"南相木村","みなみあいきむら","Minamiaiki Mura","138 ゚ 32’","36 ゚ 02’","Municipality",138.5333333333,36.0333333333
"南会津町","みなみあいづまち","Minamiaizu Machi","139 ゚ 46’","37 ゚ 12’","Municipality",139.7666666667,37.2
"南アルプス市","みなみあるぷすし","Minami-alps Shi","138 ゚ 27’","35 ゚ 36’","Municipality",138.45,35.6
"南足柄市","みなみあしがらし","Minamiashigara Shi","139 ゚ 06’","35 ゚ 19’","Municipality",139.1,35.3166666667
"南阿蘇村","みなみあそむら","Minamiaso Mura","131 ゚ 01’","32 ゚ 49’","Municipality",131.0166666667,32.8166666667
"南あわじ市","みなみあわじし","Minamiawaji Shi","134 ゚ 46’","34 ゚ 17’","Municipality",134.7666666667,34.2833333333
"南房総市","みなみぼうそうし","Minamiboso Shi","139 ゚ 50’","35 ゚ 02’","Municipality",139.8333333333,35.0333333333
"南知多町","みなみちたちょう","Minamichita Cho","136 ゚ 55’","34 ゚ 42’","Municipality",136.9166666667,34.7
"南大東島","みなみだいとうじま","Minamidaito Jima","131 ゚ 16’","25 ゚ 50’","Island",131.2666666667,25.8333333333
"南大東村","みなみだいとうそん","Minamidaito Son","131 ゚ 13’","25 ゚ 49’","Municipality",131.2166666667,25.8166666667
"南越前町","みなみえちぜんちょう","Minamiechizen Cho","136 ゚ 11’","35 ゚ 50’","Municipality",136.1833333333,35.8333333333
"南富良野町","みなみふらのちょう","Minamifurano Cho","142 ゚ 34’","43 ゚ 09’","Municipality",142.5666666667,43.15
"南日吉海山","みなみひよしかいざん","Minami-Hiyoshi Kaizan","141 ゚ 56’","23 ゚ 30’","Undersea feature",141.9333333333,23.5
"南硫黄島","みなみいおうとう","Minamiio To","141 ゚ 27’","24 ゚ 14’","Island",141.45,24.2333333333
"南伊勢町","みなみいせちょう","Minamiise Cho","136 ゚ 42’","34 ゚ 21’","Municipality",136.7,34.35
"南伊豆町","みなみいずちょう","Minamiizu Cho","138 ゚ 51’","34 ゚ 39’","Municipality",138.85,34.65
"南島","みなみじま","Minamijima","142 ゚ 10’","27 ゚ 02’","Island",142.1666666667,27.0333333333
"南高鵬海山","みなみこうほうかいざん","Minami-Koho Kaizan","135 ゚ 48’","26 ゚ 14’","Undersea feature",135.8,26.2333333333
"南牧村","みなみまきむら","Minamimaki Mura","138 ゚ 29’","36 ゚ 01’","Municipality",138.4833333333,36.0166666667
"南箕輪村","みなみみのわむら","Minamiminowa Mura","137 ゚ 58’","35 ゚ 52’","Municipality",137.9666666667,35.8666666667
"南小国町","みなみおぐにまち","Minamioguni Machi","131 ゚ 04’","33 ゚ 05’","Municipality",131.0666666667,33.0833333333
"南大隅町","みなみおおすみちょう","Minamiosumi Cho","130 ゚ 46’","31 ゚ 13’","Municipality",130.7666666667,31.2166666667
"南三陸町","みなみさんりくちょう","Minamisanriku Cho","141 ゚ 26’","38 ゚ 40’","Municipality",141.4333333333,38.6666666667
"南さつま市","みなみさつまし","Minamisatsuma Shi","130 ゚ 19’","31 ゚ 25’","Municipality",130.3166666667,31.4166666667
"南島原市","みなみしまばらし","Minamishimabara Shi","130 ゚ 17’","32 ゚ 39’","Municipality",130.2833333333,32.65
"南相馬市","みなみそうまし","Minamisoma Shi","140 ゚ 57’","37 ゚ 38’","Municipality",140.95,37.6333333333
"南種子町","みなみたねちょう","Minamitane Cho","130 ゚ 54’","30 ゚ 24’","Municipality",130.9,30.4
"南鳥島","みなみとりしま","Minamitori Shima","153 ゚ 58’","24 ゚ 17’","Island",153.9666666667,24.2833333333
"南魚沼市","みなみうおぬまし","Minamiuonuma Shi","138 ゚ 52’","37 ゚ 03’","Municipality",138.8666666667,37.05
"南山城村","みなみやましろむら","Minamiyamashiro Mura","135 ゚ 59’","34 ゚ 46’","Municipality",135.9833333333,34.7666666667
"皆野町","みなのまち","Minano Machi","139 ゚ 05’","36 ゚ 04’","Municipality",139.0833333333,36.0666666667
"皆瀬川","みなせがわ","Minase Gawa","140 ゚ 34’","39 ゚ 07’","River",140.5666666667,39.1166666667
"峰","みね","Mine","129 ゚ 19’","34 ゚ 28’","Populated area",129.3166666667,34.4666666667
"美祢市","みねし","Mine Shi","131 ゚ 12’","34 ゚ 10’","Municipality",131.2,34.1666666667
"水納島","みんなしま","Minna Shima","124 ゚ 41’","24 ゚ 44’","Island",124.6833333333,24.7333333333
"美濃市","みのし","Mino Shi","136 ゚ 54’","35 ゚ 32’","Municipality",136.9,35.5333333333
"身延町","みのぶちょう","Minobu Cho","138 ゚ 26’","35 ゚ 28’","Municipality",138.4333333333,35.4666666667
"身延山","みのぶさん","Minobu San","138 ゚ 24’","35 ゚ 23’","Mountain",138.4,35.3833333333
"身延山地","みのぶさんち","Minobu Sanchi","138 ゚ 16’","35 ゚ 03’","Extensive natural feature",138.2666666667,35.05
"美濃加茂市","みのかもし","Minokamo Shi","137 ゚ 00’","35 ゚ 26’","Municipality",137,35.4333333333
"美濃三河高原","みのみかわこうげん","Mino-mikawa Kogen","137 ゚ 24’","35 ゚ 15’","Extensive natural feature",137.4,35.25
"箕面市","みのおし","Minoo Shi","135 ゚ 28’","34 ゚ 49’","Municipality",135.4666666667,34.8166666667
"箕輪町","みのわまち","Minowa Machi","137 ゚ 58’","35 ゚ 54’","Municipality",137.9666666667,35.9
"三面川","みおもてがわ","Miomote Gawa","139 ゚ 26’","38 ゚ 14’","River",139.4333333333,38.2333333333
"三良坂","みらさか","Mirasaka","132 ゚ 57’","34 ゚ 45’","Populated area",132.95,34.75
"三坂峠","みさかとうげ","Misaka Toge","132 ゚ 51’","33 ゚ 42’","Pass",132.85,33.7
"御坂山","みさかやま","Misaka Yama","138 ゚ 46’","35 ゚ 33’","Mountain",138.7666666667,35.55
"三崎","みさき","Misaki","132 ゚ 52’","32 ゚ 47’","Populated area",132.8666666667,32.7833333333
"三崎","みさき","Misaki","133 ゚ 33’","34 ゚ 15’","Cape",133.55,34.25
"美咲町","みさきちょう","Misaki Cho","133 ゚ 57’","34 ゚ 59’","Municipality",133.95,34.9833333333
"岬町","みさきちょう","Misaki Cho","135 ゚ 08’","34 ゚ 19’","Municipality",135.1333333333,34.3166666667
"三朝町","みささちょう","Misasa Cho","133 ゚ 51’","35 ゚ 24’","Municipality",133.85,35.4
"美郷町","みさとちょう","Misato Cho","131 ゚ 25’","32 ゚ 26’","Municipality",131.4166666667,32.4333333333
"美郷町","みさとちょう","Misato Cho","132 ゚ 35’","35 ゚ 04’","Municipality",132.5833333333,35.0666666667
"美郷町","みさとちょう","Misato Cho","140 ゚ 32’","39 ゚ 25’","Municipality",140.5333333333,39.4166666667
"美里町","みさとまち","Misato Machi","130 ゚ 47’","32 ゚ 38’","Municipality",130.7833333333,32.6333333333
"美里町","みさとまち","Misato Machi","139 ゚ 10’","36 ゚ 10’","Municipality",139.1666666667,36.1666666667
"美里町","みさとまち","Misato Machi","141 ゚ 03’","38 ゚ 32’","Municipality",141.05,38.5333333333
"三郷市","みさとし","Misato Shi","139 ゚ 52’","35 ゚ 49’","Municipality",139.8666666667,35.8166666667
"三沢市","みさわし","Misawa Shi","141 ゚ 22’","40 ゚ 41’","Municipality",141.3666666667,40.6833333333
"三島町","みしままち","Mishima Machi","139 ゚ 38’","37 ゚ 28’","Municipality",139.6333333333,37.4666666667
"三島村","みしまむら","Mishima Mura","130 ゚ 33’","31 ゚ 35’","Municipality",130.55,31.5833333333
"三島市","みしまし","Mishima Shi","138 ゚ 55’","35 ゚ 07’","Municipality",138.9166666667,35.1166666667
"三鷹市","みたかし","Mitaka Shi","139 ゚ 33’","35 ゚ 41’","Municipality",139.55,35.6833333333
"御嵩町","みたけちょう","Mitake Cho","137 ゚ 07’","35 ゚ 26’","Municipality",137.1166666667,35.4333333333
"三種町","みたねちょう","Mitane Cho","140 ゚ 00’","40 ゚ 06’","Municipality",140,40.1
"美東町","みとうちょう","Mito Cho","131 ゚ 20’","34 ゚ 13’","Municipality",131.3333333333,34.2166666667
"御津町","みとちょう","Mito Cho","137 ゚ 18’","34 ゚ 49’","Municipality",137.3,34.8166666667
"三頭山","みとうさん","Mito San","139 ゚ 00’","35 ゚ 44’","Mountain",139,35.7333333333
"水戸市","みとし","Mito Shi","140 ゚ 28’","36 ゚ 21’","Municipality",140.4666666667,36.35
"三豊市","みとよし","Mitoyo Shi","133 ゚ 41’","34 ゚ 08’","Municipality",133.6833333333,34.1333333333
"御杖村","みつえむら","Mitsue Mura","136 ゚ 09’","34 ゚ 29’","Municipality",136.15,34.4833333333
"三石","みついし","Mitsuishi","134 ゚ 16’","34 ゚ 48’","Populated area",134.2666666667,34.8
"見附市","みつけし","Mitsuke Shi","138 ゚ 54’","37 ゚ 31’","Municipality",138.9,37.5166666667
"三俣蓮華岳","みつまたれんげだけ","Mitsumatarenge Dake","137 ゚ 34’","36 ゚ 23’","Mountain",137.5666666667,36.3833333333
"三ツ島","みつしま","Mitsushima","129 ゚ 26’","34 ゚ 43’","Island",129.4333333333,34.7166666667
"美津島","みつしま","Mitsushima","129 ゚ 18’","34 ゚ 15’","Populated area",129.3,34.25
"三ツ峠山","みつとうげやま","Mitsutoge Yama","138 ゚ 48’","35 ゚ 32’","Mountain",138.8,35.5333333333
"三浦半島","みうらはんとう","Miura Hanto","139 ゚ 38’","35 ゚ 15’","Extensive natural feature",139.6333333333,35.25
"三浦市","みうらし","Miura Shi","139 ゚ 37’","35 ゚ 08’","Municipality",139.6166666667,35.1333333333
"美和町","みわちょう","Miwa Cho","136 ゚ 47’","35 ゚ 12’","Municipality",136.7833333333,35.2
"宮川","みやがわ","Miya Gawa","136 ゚ 43’","34 ゚ 32’","River",136.7166666667,34.5333333333
"宮川","みやがわ","Miya Gawa","137 ゚ 11’","36 ゚ 24’","River",137.1833333333,36.4
"宮田村","みやだむら","Miyada Mura","137 ゚ 56’","35 ゚ 46’","Municipality",137.9333333333,35.7666666667
"宮城島","みやぎじま","Miyagi Jima","127 ゚ 57’","26 ゚ 21’","Island",127.95,26.35
"宮城県","みやぎけん","Miyagi Ken","140 ゚ 52’","38 ゚ 16’","Municipality",140.8666666667,38.2666666667
"三宅町","みやけちょう","Miyake Cho","135 ゚ 46’","34 ゚ 34’","Municipality",135.7666666667,34.5666666667
"三宅島","みやけじま","Miyake Jima","139 ゚ 30’","34 ゚ 04’","Island",139.5,34.0666666667
"三宅村","みやけむら","Miyake Mura","139 ゚ 33’","34 ゚ 04’","Municipality",139.55,34.0666666667
"みやき町","みやきちょう","Miyaki Cho","130 ゚ 27’","33 ゚ 19’","Municipality",130.45,33.3166666667
"宮古島","みやこじま","Miyako Jima","125 ゚ 17’","24 ゚ 46’","Island",125.2833333333,24.7666666667
"みやこ町","みやこまち","Miyako Machi","130 ゚ 55’","33 ゚ 41’","Municipality",130.9166666667,33.6833333333
"宮古列島","みやこれっとう","Miyako Retto","125 ゚ 01’","24 ゚ 53’","Extensive natural feature",125.0166666667,24.8833333333
"宮古市","みやこし","Miyako Shi","141 ゚ 57’","39 ゚ 38’","Municipality",141.95,39.6333333333
"宮古島市","みやこじまし","Miyakojima Shi","125 ゚ 16’","24 ゚ 48’","Municipality",125.2666666667,24.8
"都城市","みやこのじょうし","Miyakonojo Shi","131 ゚ 03’","31 ゚ 43’","Municipality",131.05,31.7166666667
"みやま市","みやまし","Miyama Shi","130 ゚ 28’","33 ゚ 09’","Municipality",130.4666666667,33.15
"宮之浦岳","みやのうらだけ","Miyanoura Dake","130 ゚ 29’","30 ゚ 20’","Mountain",130.4833333333,30.3333333333
"宮代町","みやしろまち","Miyashiro Machi","139 ゚ 43’","36 ゚ 01’","Municipality",139.7166666667,36.0166666667
"宮塚山","みやつかやま","Miyatsuka Yama","139 ゚ 16’","34 ゚ 31’","Mountain",139.2666666667,34.5166666667
"宮若市","みやわかし","Miyawaka Shi","130 ゚ 40’","33 ゚ 43’","Municipality",130.6666666667,33.7166666667
"宮崎県","みやざきけん","Miyazaki Ken","131 ゚ 25’","31 ゚ 54’","Municipality",131.4166666667,31.9
"宮崎市","みやざきし","Miyazaki Shi","131 ゚ 25’","31 ゚ 54’","Municipality",131.4166666667,31.9
"宮崎ノ鼻","みやざきのはな","Miyazakinohana","135 ゚ 04’","34 ゚ 04’","Cape",135.0666666667,34.0666666667
"宮津市","みやづし","Miyazu Shi","135 ゚ 11’","35 ゚ 32’","Municipality",135.1833333333,35.5333333333
"三好町","みよしちょう","Miyoshi Cho","137 ゚ 04’","35 ゚ 05’","Municipality",137.0666666667,35.0833333333
"三芳町","みよしまち","Miyoshi Machi","139 ゚ 31’","35 ゚ 49’","Municipality",139.5166666667,35.8166666667
"三好市","みよしし","Miyoshi Shi","133 ゚ 48’","34 ゚ 01’","Municipality",133.8,34.0166666667
"三次市","みよしし","Miyoshi Shi","132 ゚ 51’","34 ゚ 48’","Municipality",132.85,34.8
"御代田町","みよたまち","Miyota Machi","138 ゚ 30’","36 ゚ 19’","Municipality",138.5,36.3166666667
"瑞牆山","みずがきやま","Mizugaki Yama","138 ゚ 35’","35 ゚ 53’","Mountain",138.5833333333,35.8833333333
"水橋","みずはし","Mizuhashi","137 ゚ 18’","36 ゚ 45’","Populated area",137.3,36.75
"瑞穂町","みずほまち","Mizuho Machi","139 ゚ 21’","35 ゚ 46’","Municipality",139.35,35.7666666667
"瑞穂市","みずほし","Mizuho Shi","136 ゚ 41’","35 ゚ 23’","Municipality",136.6833333333,35.3833333333
"水上村","みずかみむら","Mizukami Mura","131 ゚ 00’","32 ゚ 18’","Municipality",131,32.3
"水巻町","みずまきまち","Mizumaki Machi","130 ゚ 41’","33 ゚ 51’","Municipality",130.6833333333,33.85
"瑞浪市","みずなみし","Mizunami Shi","137 ゚ 15’","35 ゚ 21’","Municipality",137.25,35.35
"水ノ子島","みずのこじま","Mizunoko Jima","132 ゚ 10’","33 ゚ 02’","Island",132.1666666667,33.0333333333
"茂原市","もばらし","Mobara Shi","140 ゚ 17’","35 ゚ 25’","Municipality",140.2833333333,35.4166666667
"藻鼈川","もべつがわ","Mobetsu Gawa","143 ゚ 23’","44 ゚ 19’","River",143.3833333333,44.3166666667
"最上川","もがみがわ","Mogami Gawa","139 ゚ 47’","38 ゚ 55’","River",139.7833333333,38.9166666667
"最上町","もがみまち","Mogami Machi","140 ゚ 31’","38 ゚ 45’","Municipality",140.5166666667,38.75
"最上舟状海盆","もがみしゅうじょうかいぼん","Mogami Shujokaibon","139 ゚ 15’","39 ゚ 14’","Undersea feature",139.25,39.2333333333
"茂木","もぎ","Mogi","129 ゚ 54’","32 ゚ 41’","Populated area",129.9,32.6833333333
"藻岩山","もいわやま","Moiwa Yama","141 ゚ 18’","43 ゚ 01’","Mountain",141.3,43.0166666667
"門司","もじ","Moji","130 ゚ 58’","33 ゚ 56’","Populated area",130.9666666667,33.9333333333
"設計山","もっけやま","Mokke Yama","140 ゚ 28’","41 ゚ 55’","Mountain",140.4666666667,41.9166666667
"藻琴川","もことがわ","Mokoto Gawa","144 ゚ 19’","43 ゚ 58’","River",144.3166666667,43.9666666667
"藻琴山","もことやま","Mokoto Yama","144 ゚ 19’","43 ゚ 42’","Mountain",144.3166666667,43.7
